المنطقة,المدينة,المدينة / الحي,الرقم المرجعي للصفقة,تاريخ الصفقة ميلادي,تاريخ الصفقة هجري,تصنيف العقار,عدد العقارات,السعر,المساحة
منطقة مكة المكرمه,جده,جده/ المحمدية ,35965346,2026/03/31,1447/10/12,سكني,1,"619,850",360.00
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ العدل ,35965203,2026/03/31,1447/10/12,سكني,1,"545,000",197.17
منطقة مكة المكرمه,جده,جده/ السلامة ,35958089,2026/03/31,1447/10/12,سكني,1,"1,299,000",230.15
منطقة الرياض,الرياض,الرياض/عليشة,35961763,2026/03/31,1447/10/12,سكني,1,"1,225,000",150.99
منطقة القصيم,بريده,بريده/ الرفيعة ,35956349,2026/03/31,1447/10/12,سكني,1,"360,000",384.51
منطقة الشرقية,الخبر,الخبر/ الكوثر ,35957846,2026/03/31,1447/10/12,سكني,1,"408,000",437.50
منطقة الشرقية,الدمام,الدمام/ الخليج ,35958752,2026/03/31,1447/10/12,سكني,1,"450,000",178.05
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ الشرائع رقم 4 ,35959490,2026/03/31,1447/10/12,سكني,1,"360,458",257.47
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ بطحاء قريش ,35958766,2026/03/31,1447/10/12,سكني,1,"500,000",106.90
منطقة حائل,حائل,حائل/ ضاحية الملك فهد ,35957916,2026/03/31,1447/10/12,سكني,1,"100,000",375.00
منطقة حائل,حائل,حائل/ السويفلة ,35931013,2026/03/31,1447/10/12,تجاري,1,"400,000",800.00
منطقة المدينة المنوره,المدينة المنورة,المدينة المنورة/ الجماوات بمنطقة العقيق مخطط ورثة الملك فيصل ,35960984,2026/03/31,1447/10/12,سكني,1,"1,050,000",405.00
منطقة المدينة المنوره,المدينة المنورة,المدينة المنورة/ ضاحية المندسة ,35957981,2026/03/31,1447/10/12,سكني,1,"740,000","2,760.00"
منطقة تبوك,تبوك,تبوك/ القدس ,35958020,2026/03/31,1447/10/12,سكني,1,"500,000",630.00
منطقة عسير,ابها,ابها/ حجلاء ,35921367,2026/03/31,1447/10/12,سكني,1,"145,833","3,794.79"
منطقة المدينة المنوره,المدينة المنورة,المدينة المنورة/ السلام شمال الاستاد الرياضى ,35941455,2026/03/31,1447/10/12,سكني,1,"1,000,000",645.11
منطقة مكة المكرمه,جده,جده/ الرحاب ,35964634,2026/03/31,1447/10/12,سكني,1,"365,000",106.72
منطقة مكة المكرمه,جده,جده/ الرحاب ,34957861,2026/03/31,1447/10/12,سكني,1,"16,000,000","24,061.00"
منطقة مكة المكرمه,جده,جده/ الروضة ,35965455,2026/03/31,1447/10/12,سكني,1,"950,000",275.07
منطقة مكة المكرمه,جده,جده/ النهضة ,35962247,2026/03/31,1447/10/12,سكني,1,"1,075,000",202.88
منطقة المدينة المنوره,المهد,المهد/أخرى,35965858,2026/03/31,1447/10/12,تجاري,1,"100,000",500.00
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ بطحاء قريش ,35959873,2026/03/31,1447/10/12,سكني,1,"650,000",144.32
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ المحمدية ,35960558,2026/03/31,1447/10/12,تجاري,1,"8,100,000",625.00
منطقة نجران,نجران,نجران/ شرق الضيافه ,35952147,2026/03/31,1447/10/12,سكني,1,"595,000",400.00
منطقة مكة المكرمه,جده,جده/ جوهرة العروس ,35958054,2026/03/31,1447/10/12,سكني,1,"650,000",895.50
منطقة مكة المكرمه,جده,جده/ الوادي ,35966205,2026/03/31,1447/10/12,تجاري,2,"11,500,000","6,296.17"
منطقة المدينة المنوره,المدينة المنورة,المدينة المنورة/ العوينه (الخضراء) شرق المطار ,35422171,2026/03/31,1447/10/12,تجاري,1,"175,339","1,752.75"
منطقة مكة المكرمه,جده,جده/ الفيصلية ,35958388,2026/03/31,1447/10/12,سكني,1,"200,000",144.02
منطقة مكة المكرمه,جده,جده/ الصفا ,35960188,2026/03/31,1447/10/12,سكني,1,"407,000",919.22
منطقة مكة المكرمه,جده,جده/ الصفا ,35964861,2026/03/31,1447/10/12,سكني,1,"475,000",115.33
منطقة مكة المكرمه,جده,جده/ الصفا ,35965689,2026/03/31,1447/10/12,سكني,1,"545,000",134.23
منطقة مكة المكرمه,جده,جده/ الأمير عبد المجيد ,35952899,2026/03/31,1447/10/12,سكني,1,"525,000",123.34
منطقة مكة المكرمه,جده,جده/ المنارات ,35958586,2026/03/31,1447/10/12,سكني,1,"1,215,000",900.00
منطقة الشرقية,حفر الباطن,حفر الباطن/ اليرموك ,35958193,2026/03/31,1447/10/12,سكني,1,"75,000",400.00
منطقة الشرقية,حفر الباطن,حفر الباطن/ الواحة ,35958130,2026/03/31,1447/10/12,سكني,1,"350,000",500.00
منطقة القصيم,بريده,بريده/أخرى,35958630,2026/03/31,1447/10/12,سكني,1,"240,000",185.70
منطقة مكة المكرمه,جده,جده/ الياقوت ,35965663,2026/03/31,1447/10/12,سكني,1,"1,385,000",200.00
منطقة مكة المكرمه,جده,جده/ الحمدانية ,35957551,2026/03/31,1447/10/12,تجاري,1,"2,000,000",900.00
منطقة مكة المكرمه,جده,جده/ الحمدانية ,35955368,2026/03/31,1447/10/12,سكني,1,"1,045,898",298.23
منطقة مكة المكرمه,جده,جده/ الحمدانية ,35953153,2026/03/31,1447/10/12,سكني,1,"1,285,000",337.50
منطقة الشرقية,القطيف,القطيف/أخرى,35935913,2026/03/31,1447/10/12,زراعي,1,"105,000","77,841.55"
منطقة مكة المكرمه,جده,جده/ حكومى ,35962535,2026/03/31,1447/10/12,سكني,1,"632,500",157.56
منطقة الشرقية,حفر الباطن,حفر الباطن/ غرناطة ,35966620,2026/03/31,1447/10/12,سكني,1,"50,000",869.50
منطقة القصيم,بريده,بريده/ السليمانية ,35953652,2026/03/31,1447/10/12,سكني,1,"250,000",494.00
منطقة القصيم,بريده,بريده/ السليمانية ,35952878,2026/03/31,1447/10/12,سكني,1,"80,000",250.00
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ حارة الباب الجديد ,35956515,2026/03/31,1447/10/12,سكني,1,"370,000",149.60
منطقة الرياض,الدوادمي,الدوادمي/ الريان ,35958313,2026/03/31,1447/10/12,سكني,1,"70,000",620.00
منطقة الرياض,الدوادمي,الدوادمي/أخرى,35955351,2026/03/31,1447/10/12,سكني,1,"650,000",710.00
منطقة الرياض,الدوادمي,الدوادمي/أخرى,35958205,2026/03/31,1447/10/12,سكني,1,"70,000",400.00
منطقة الرياض,الدوادمي,الدوادمي/أخرى,35958230,2026/03/31,1447/10/12,سكني,1,"10,000",400.00
منطقة المدينة المنوره,وادي الفرع,وادي الفرع/أخرى,35951667,2026/03/31,1447/10/12,سكني,1,"70,000",880.00
منطقة القصيم,بريده,بريده/ النقيب الجنوبي ,35958147,2026/03/31,1447/10/12,سكني,1,"320,000",396.14
منطقة الشرقية,الجبيل,الجبيل/ الفناتير ,35956174,2026/03/31,1447/10/12,سكني,1,"5,600,000","2,402.80"
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ العزيزية خلف المدرسة التكميلى ,35958262,2026/03/31,1447/10/12,سكني,1,"500,000",85.14
منطقة الشرقية,الخبر,الخبر/ الشراع ,35960504,2026/03/31,1447/10/12,سكني,1,"323,490",250.00
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ ولى العهد 7 ,35957555,2026/03/31,1447/10/12,سكني,1,"700,000",593.73
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ مخطط النخيل ,35966301,2026/03/31,1447/10/12,سكني,1,"930,000",399.11
منطقة الرياض,الدرعيه,الدرعيه/ خارج حدود الأحياء ,35957144,2026/03/31,1447/10/12,زراعي,1,"1,800,000","2,000.00"
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ القرارة الجديد ,35963814,2026/03/31,1447/10/12,سكني,1,"200,000",600.00
منطقة الرياض,القويعيه,القويعيه/ الحزم ,35958652,2026/03/31,1447/10/12,زراعي,1,"700,000","10,000.00"
منطقة الرياض,الارطاوي,الارطاوي/أخرى,35957959,2026/03/31,1447/10/12,سكني,1,"31,500",450.00
منطقة الشرقية,الخبر,الخبر/ الخور ,35961218,2026/03/31,1447/10/12,سكني,1,"780,000",142.40
منطقة الشرقية,الخبر,الخبر/ الخور ,35962860,2026/03/31,1447/10/12,سكني,1,"460,000",129.90
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ بطحاء قريش ,35965701,2026/03/31,1447/10/12,سكني,1,"450,000",139.36
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ النسيم ,35955187,2026/03/31,1447/10/12,سكني,1,"2,131,353","1,014.93"
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ الصفوة ,35956371,2026/03/31,1447/10/12,سكني,1,"962,500",550.00
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ ام الجود ,35958595,2026/03/31,1447/10/12,سكني,1,"200,000",117.35
منطقة نجران,نجران,نجران/ الغويلا  1 ,35902928,2026/03/31,1447/10/12,زراعي,1,"600,000","50,000.00"
منطقة الشرقية,الخبر,الخبر/ جنوب غرب الانابيب ,35966027,2026/03/31,1447/10/12,سكني,1,"465,000",144.59
منطقة الشرقية,الخبر,الخبر/ جنوب غرب الانابيب ,35965565,2026/03/31,1447/10/12,سكني,1,"435,000",138.51
منطقة الشرقية,الخبر,الخبر/ جنوب غرب الانابيب ,35966214,2026/03/31,1447/10/12,سكني,1,"445,000",147.70
منطقة الشرقية,الخبر,الخبر/أخرى,35958730,2026/03/31,1447/10/12,سكني,1,"100,000",145.33
منطقة الشرقية,الخبر,الخبر/أخرى,35958701,2026/03/31,1447/10/12,سكني,1,"100,000",138.73
منطقة الشرقية,الخبر,الخبر/أخرى,35958697,2026/03/31,1447/10/12,سكني,1,"100,000",138.73
منطقة الشرقية,الخبر,الخبر/أخرى,35958608,2026/03/31,1447/10/12,سكني,1,"100,000",138.73
منطقة الشرقية,الخبر,الخبر/أخرى,35958577,2026/03/31,1447/10/12,سكني,1,"100,000",145.33
منطقة الشرقية,الخبر,الخبر/أخرى,35958597,2026/03/31,1447/10/12,سكني,1,"100,000",154.58
منطقة الشرقية,الخبر,الخبر/أخرى,35958562,2026/03/31,1447/10/12,سكني,1,"100,000",129.12
منطقة الشرقية,الخبر,الخبر/أخرى,35958309,2026/03/31,1447/10/12,سكني,1,"100,000",162.19
منطقة الشرقية,الخبر,الخبر/أخرى,35958300,2026/03/31,1447/10/12,سكني,1,"100,000",145.33
منطقة الشرقية,الخبر,الخبر/أخرى,35958234,2026/03/31,1447/10/12,سكني,1,"100,000",145.33
منطقة الشرقية,الخبر,الخبر/أخرى,35958232,2026/03/31,1447/10/12,سكني,1,"100,000",138.73
منطقة الشرقية,الخبر,الخبر/أخرى,35958063,2026/03/31,1447/10/12,سكني,1,"200,000",141.05
منطقة الرياض,الرياض,الرياض/الجنادرية,35962718,2026/03/31,1447/10/12,سكني,1,"1,000,000",200.00
منطقة الرياض,الرياض,الرياض/الجنادرية,35959548,2026/03/31,1447/10/12,سكني,1,"150,000",200.18
منطقة جازان,ابو عريش,ابو عريش/ النزهة ,35957957,2026/03/31,1447/10/12,سكني,1,"250,000",500.00
منطقة القصيم,البكيريه,البكيريه/أخرى,35952908,2026/03/31,1447/10/12,سكني,1,"57,500",650.00
منطقة الشرقية,الاحساء,الاحساء/أخرى,35951511,2026/03/31,1447/10/12,زراعي,1,"100,000","100,000.00"
منطقة الحدود الشمالية,رفحاء,رفحاء/ الورود ,35947260,2026/03/31,1447/10/12,سكني,1,"285,000",667.00
منطقة تبوك,تبوك,تبوك/ الجامعة ,35959887,2026/03/31,1447/10/12,سكني,1,"500,000","1,100.00"
منطقة الحدود الشمالية,عرعر,عرعر/ اشبيلية الشمالي ,35952613,2026/03/31,1447/10/12,سكني,1,"80,000","1,018.22"
منطقة الشرقية,الجفر,الجفر/ هجر الحادي عشر ,35957867,2026/03/31,1447/10/12,سكني,1,"120,000",375.00
منطقة الشرقية,الجفر,الجفر/ هجر الحادي عشر ,35964483,2026/03/31,1447/10/12,سكني,1,"900,000",387.85
منطقة جازان,صبياء,صبياء/ نخلان ,35964253,2026/03/31,1447/10/12,سكني,1,"20,000",495.11
منطقة الرياض,الرياض,الرياض/نمار,35953187,2026/03/31,1447/10/12,سكني,1,"333,788",247.25
منطقة الرياض,الرياض,الرياض/نمار,35954181,2026/03/31,1447/10/12,سكني,1,"333,612",247.12
منطقة الرياض,الرياض,الرياض/نمار,35953974,2026/03/31,1447/10/12,سكني,1,"333,248",246.85
منطقة الرياض,الرياض,الرياض/نمار,35953404,2026/03/31,1447/10/12,سكني,1,"333,423",246.98
منطقة الجوف,دومة الجندل,دومة الجندل/ مخطط ارض حمدان سلمان العابد ,35962297,2026/03/31,1447/10/12,سكني,1,"80,000",600.00
منطقة القصيم,البدائع,البدائع/ الجامعة ,35962292,2026/03/31,1447/10/12,سكني,1,"61,000",600.00
منطقة القصيم,البدائع,البدائع/ الجامعة ,35952940,2026/03/31,1447/10/12,سكني,1,"190,000",295.50
منطقة القصيم,المذنب,المذنب/ المروج ,35952616,2026/03/31,1447/10/12,سكني,1,"79,000",290.00
منطقة الجوف,دومة الجندل,دومة الجندل/ الغدير ,35958007,2026/03/31,1447/10/12,سكني,1,"20,000",590.28
منطقة عسير,ابها,ابها/ الروابي ,35961892,2026/03/31,1447/10/12,سكني,1,"545,000",392.00
منطقة عسير,ابها,ابها/ الروابي ,35961874,2026/03/31,1447/10/12,سكني,1,"545,000",400.00
منطقة عسير,ابها,ابها/ لعصان ,35954900,2026/03/31,1447/10/12,سكني,1,"728,116",227.99
منطقة الشرقية,الدمام,الدمام/ الإسكان الجنوبي ,35958748,2026/03/31,1447/10/12,سكني,1,"687,281",298.16
منطقة الشرقية,الدمام,الدمام/ الإسكان الجنوبي ,35958200,2026/03/31,1447/10/12,سكني,1,"642,700",258.83
منطقة الشرقية,الدمام,الدمام/ الإسكان الجنوبي ,35957209,2026/03/31,1447/10/12,سكني,1,"642,700",258.82
منطقة الشرقية,الدمام,الدمام/ الإسكان الجنوبي ,35957200,2026/03/31,1447/10/12,سكني,1,"680,950",258.81
منطقة الشرقية,الدمام,الدمام/ الإسكان الجنوبي ,35956154,2026/03/31,1447/10/12,سكني,1,"656,763",258.81
منطقة الشرقية,الدمام,الدمام/ الإسكان الجنوبي ,35956120,2026/03/31,1447/10/12,سكني,1,"656,763",258.81
منطقة الشرقية,الدمام,الدمام/ الإسكان الجنوبي ,35955586,2026/03/31,1447/10/12,سكني,1,"656,763",258.81
منطقة الشرقية,الدمام,الدمام/ القصور بالظهران ,35964275,2026/03/31,1447/10/12,سكني,1,"650,000",197.99
منطقة حائل,حائل,حائل/ النقرة ,35964895,2026/03/31,1447/10/12,سكني,1,"1,000,000",402.50
منطقة حائل,حائل,حائل/ النقرة ,35965027,2026/03/31,1447/10/12,سكني,1,"1,000,000",408.85
